25620570;41.15299;-8.612018;-0.1503081;0.7182552
25620653;41.1536;-8.611996;-0.1503077;0.7182658
25620737;41.14795;-8.612149;-0.1503104;0.7181672
25620743;41.14788;-8.611281;-0.1502952;0.718166
25620747;41.14784;-8.610926;-0.150289;0.7181653
25620759;41.1488;-8.612135;-0.1503101;0.718182
25620947;41.14717;-8.612186;-0.150311;0.7181537
25620960;41.14599;-8.612215;-0.1503115;0.718133
25632376;41.15185;-8.610143;-0.1502753;0.7182353
25632399;41.15111;-8.607389;-0.1502273;0.7182223
25632400;41.15023;-8.60775;-0.1502336;0.7182069
25632401;41.15049;-8.608911;-0.1502538;0.7182115
25632402;41.15016;-8.609421;-0.1502627;0.7182058
25632403;41.14964;-8.609517;-0.1502644;0.7181967
25632404;41.14922;-8.6095;-0.1502641;0.7181893
25632417;41.15117;-8.608475;-0.1502462;0.7182233
25632419;41.1509;-8.609983;-0.1502726;0.7182187
25632421;41.14981;-8.610211;-0.1502765;0.7181997
25632422;41.1492;-8.61045;-0.1502807;0.7181891
129533454;41.15207;-8.608223;-0.1502418;0.7182392
129544876;41.14588;-8.613521;-0.1503343;0.7181311
129545993;41.15148;-8.609498;-0.1502641;0.7182288
129545994;41.15157;-8.609549;-0.150265;0.7182304
129553667;41.14703;-8.606807;-0.1502171;0.7181511
129559333;41.14519;-8.610891;-0.1502884;0.718119
137868887;41.14466;-8.611577;-0.1503004;0.7181098
137873037;41.1449;-8.611736;-0.1503032;0.718114
138230335;41.14353;-8.610415;-0.1502801;0.7180901
138234852;41.14739;-8.608653;-0.1502493;0.7181575
138235495;41.14754;-8.609353;-0.1502616;0.7181601
286968481;41.14825;-8.609438;-0.150263;0.7181724
286968787;41.14778;-8.608421;-0.1502453;0.7181643
286968789;41.14811;-8.609301;-0.1502606;0.71817
286969224;41.14929;-8.611199;-0.1502938;0.7181906
452682249;41.15226;-8.61004;-0.1502735;0.7182425
452682265;41.15168;-8.609661;-0.1502669;0.7182324
475406849;41.14977;-8.611247;-0.1502946;0.718199
475406851;41.14976;-8.611112;-0.1502922;0.7181988
475406852;41.14977;-8.610429;-0.1502803;0.7181989
475406853;41.14965;-8.610216;-0.1502766;0.7181969
475408774;41.14874;-8.609862;-0.1502704;0.7181809
475410116;41.14728;-8.60811;-0.1502399;0.7181555
475410118;41.14811;-8.607594;-0.1502309;0.71817
475410511;41.14827;-8.608134;-0.1502403;0.7181728
475876236;41.14448;-8.611179;-0.1502934;0.7181067
747467615;41.15048;-8.611148;-0.1502929;0.7182114
747478280;41.15005;-8.611097;-0.150292;0.7182038
747478309;41.14988;-8.611205;-0.1502939;0.7182009
958308578;41.15096;-8.610826;-0.1502873;0.7182196
958309720;41.1503;-8.610343;-0.1502788;0.7182082
1105966159;41.15033;-8.610877;-0.1502881;0.7182087
1106006327;41.15027;-8.612099;-0.1503095;0.7182077
1110698263;41.152;-8.609983;-0.1502726;0.7182379
1209790922;41.1502;-8.609395;-0.1502623;0.7182064
1277364250;41.14725;-8.609509;-0.1502643;0.718155
1278184331;41.14915;-8.609357;-0.1502616;0.7181882
1278184344;41.14912;-8.609657;-0.1502669;0.7181877
1278184346;41.14914;-8.609488;-0.1502639;0.718188
1278184350;41.14853;-8.607087;-0.150222;0.7181773
1386051849;41.14803;-8.612287;-0.1503128;0.7181685
1390263661;41.1446;-8.609486;-0.1502639;0.7181087
1390263684;41.14503;-8.608747;-0.150251;0.7181163
1390263696;41.14519;-8.610668;-0.1502845;0.7181191
1390263738;41.14569;-8.608249;-0.1502423;0.7181278
1390263750;41.14588;-8.608856;-0.1502529;0.7181311
1390263755;41.1459;-8.610046;-0.1502737;0.7181314
1390263758;41.14596;-8.60913;-0.1502577;0.7181325
1554874616;41.14491;-8.607056;-0.1502215;0.7181141
1556436651;41.14606;-8.607059;-0.1502215;0.7181343
1676280555;41.14942;-8.611213;-0.150294;0.7181929
1676280580;41.15042;-8.610337;-0.1502787;0.7182104
1676280584;41.15076;-8.609918;-0.1502714;0.7182162
1676280585;41.15082;-8.610886;-0.1502883;0.7182173
1676280588;41.15188;-8.609861;-0.1502704;0.7182359
1684844136;41.14626;-8.610284;-0.1502778;0.7181376
1684844554;41.14846;-8.609574;-0.1502654;0.7181761
1684844596;41.14865;-8.609752;-0.1502685;0.7181795
1684844700;41.14912;-8.609126;-0.1502576;0.7181877
1684844771;41.14925;-8.610468;-0.150281;0.7181899
1684844785;41.14934;-8.611151;-0.1502929;0.7181914
1684844794;41.14961;-8.610379;-0.1502795;0.7181962
1684844797;41.14962;-8.610343;-0.1502788;0.7181963
1684844798;41.1497;-8.611094;-0.1502919;0.7181977
1684844801;41.14971;-8.610348;-0.1502789;0.7181979
1684844803;41.14971;-8.611139;-0.1502927;0.7181979
1684844808;41.14983;-8.611008;-0.1502904;0.7182
1684844811;41.14986;-8.611495;-0.1502989;0.7182005
1684844816;41.14994;-8.611424;-0.1502977;0.718202
1684844825;41.15049;-8.610851;-0.1502877;0.7182115
1788785406;41.1473;-8.608094;-0.1502396;0.7181559
1788785841;41.15083;-8.609961;-0.1502722;0.7182174
2076734382;41.14418;-8.609395;-0.1502623;0.7181014
2107054816;41.14775;-8.610278;-0.1502777;0.7181638
2202026123;41.14694;-8.606501;-0.1502118;0.7181495
2202026124;41.14704;-8.606872;-0.1502182;0.7181513
2204099858;41.14606;-8.610917;-0.1502889;0.7181342
2204099885;41.14825;-8.609408;-0.1502625;0.7181726
2204099938;41.1501;-8.607181;-0.1502236;0.7182047
2204099942;41.14674;-8.609497;-0.1502641;0.718146
2204099947;41.14817;-8.608196;-0.1502414;0.718171
2204099951;41.14671;-8.609581;-0.1502655;0.7181455
2204099972;41.14819;-8.608611;-0.1502486;0.7181715
2204099989;41.14863;-8.609796;-0.1502693;0.718179
2204099999;41.14679;-8.609075;-0.1502567;0.7181469
2204100002;41.14824;-8.608409;-0.1502451;0.7181723
2204100011;41.14608;-8.610606;-0.1502834;0.7181345
2204100014;41.14885;-8.608207;-0.1502416;0.718183
2204100028;41.14874;-8.609427;-0.1502629;0.718181
2204179817;41.14697;-8.608144;-0.1502405;0.7181501
2204179820;41.14688;-8.608201;-0.1502414;0.7181486
2204179963;41.14693;-8.608131;-0.1502402;0.7181495
2204210203;41.1449;-8.609514;-0.1502644;0.718114
2204446886;41.14475;-8.611013;-0.1502905;0.7181113
2204446938;41.14482;-8.610978;-0.1502899;0.7181126
2206208144;41.14428;-8.611216;-0.1502941;0.7181032
2206208148;41.144;-8.611389;-0.1502971;0.7180983
2206233230;41.14375;-8.610482;-0.1502813;0.7180938
2208159169;41.14498;-8.611144;-0.1502928;0.7181153
2208650606;41.1459;-8.609987;-0.1502726;0.7181315
2208650607;41.14598;-8.609319;-0.150261;0.7181329
2208686190;41.1461;-8.610248;-0.1502772;0.7181349
2208686199;41.1461;-8.610209;-0.1502765;0.7181349
2208686206;41.14611;-8.610288;-0.1502779;0.7181351
2208686217;41.14606;-8.610625;-0.1502838;0.7181343
2208686218;41.14592;-8.610765;-0.1502862;0.7181318
2208686220;41.14598;-8.61085;-0.1502877;0.7181329
2208891025;41.14609;-8.607063;-0.1502216;0.7181347
2208891030;41.14553;-8.60741;-0.1502277;0.718125
2208891038;41.14595;-8.607054;-0.1502214;0.7181323
2208891039;41.14591;-8.607066;-0.1502216;0.7181317
2208891042;41.14599;-8.607049;-0.1502213;0.718133
2208891049;41.14539;-8.607386;-0.1502272;0.7181225
2208891057;41.14602;-8.607051;-0.1502214;0.7181335
2208891059;41.14615;-8.607109;-0.1502224;0.7181358
2208891067;41.14588;-8.607092;-0.1502221;0.7181311
2208891083;41.14544;-8.607414;-0.1502277;0.7181234
2208891126;41.14564;-8.607332;-0.1502263;0.7181268
2208891134;41.14476;-8.607024;-0.1502209;0.7181116
2208891144;41.14569;-8.607266;-0.1502251;0.7181278
2208891162;41.14558;-8.607384;-0.1502272;0.7181258
2208891198;41.14549;-8.607421;-0.1502278;0.7181243
2208969603;41.14508;-8.611856;-0.1503053;0.7181171
2209225419;41.14597;-8.612441;-0.1503154;0.7181327
2209225425;41.1456;-8.612236;-0.1503119;0.7181262
2209225431;41.14568;-8.612243;-0.150312;0.7181277
2209225441;41.14574;-8.612245;-0.150312;0.7181286
2209225443;41.14536;-8.612034;-0.1503083;0.718122
